Unnamed: 0,Species,TREE_ID,X',Y',Year,logF_current,X,Y
17946,Quercus chrysolepis,80622_2_89_6_1_104,-122.5833533,40.87509,2011,5.05171026,-122.58333,40.875
17947,Quercus chrysolepis,80622_2_89_6_1_104,-122.5833433,40.87505,2021,5.013638388,-122.58333,40.875
17948,Quercus chrysolepis,80622_2_89_6_1_105,-122.5833433,40.87505,2001,4.234691893,-122.58333,40.875
17949,Quercus chrysolepis,80622_2_89_6_1_105,-122.5833933,40.87507,2021,5.073212599,-122.58333,40.875
17950,Quercus chrysolepis,80622_2_89_6_1_105,-122.5833833,40.87509,2011,5.058914127,-122.58333,40.875
17951,Quercus chrysolepis,80622_2_89_6_1_106,-122.5834033,40.87505,2001,4.218650787,-122.58333,40.875
17952,Quercus chrysolepis,80622_2_89_6_1_106,-122.5834233,40.87503,2011,5.001318052,-122.58333,40.875
17953,Quercus chrysolepis,80622_2_89_6_1_106,-122.5833833,40.87506,2021,5.050839569,-122.58333,40.875
17954,Quercus chrysolepis,80622_2_89_6_1_107,-122.5833733,40.875,2001,4.015976358,-122.58333,40.875
17955,Quercus chrysolepis,80622_2_89_6_1_107,-122.5833333,40.87509,2021,5.123935228,-122.58333,40.875
17956,Quercus chrysolepis,80622_2_89_6_1_107,-122.5833733,40.87506,2011,4.845983164,-122.58333,40.875
17957,Quercus chrysolepis,80622_2_89_6_1_108,-122.5834233,40.87505,2021,5.017843623,-122.58333,40.875
17958,Quercus chrysolepis,80622_2_89_6_1_108,-122.5834133,40.87508,2001,4.026730631,-122.58333,40.875
17959,Quercus chrysolepis,80622_2_89_6_1_108,-122.5833933,40.87502,2011,4.864457675,-122.58333,40.875
17960,Quercus chrysolepis,80622_2_89_6_1_109,-122.5833733,40.87505,2011,4.909345156,-122.58333,40.875
17961,Quercus chrysolepis,80622_2_89_6_1_109,-122.5833433,40.87506,2011,4.063217,-122.58333,40.875
17962,Quercus chrysolepis,80622_2_89_6_1_109,-122.5834133,40.87509,2001,4.909345156,-122.58333,40.875
17963,Quercus chrysolepis,80622_2_89_6_1_109,-122.5834233,40.87506,2001,4.063217,-122.58333,40.875
17964,Quercus chrysolepis,80622_2_89_6_1_109,-122.5834033,40.87507,2021,5.045254781,-122.58333,40.875
17965,Quercus chrysolepis,80622_2_89_6_1_113,-122.5834033,40.87501,2001,4.051553918,-122.58333,40.875
17966,Quercus chrysolepis,80622_2_89_6_1_113,-122.5834233,40.87503,2011,4.807368216,-122.58333,40.875
17967,Quercus chrysolepis,80622_2_89_6_1_113,-122.5833933,40.87508,2021,4.938077002,-122.58333,40.875
17968,Quercus chrysolepis,80622_2_89_6_3_116,-122.5833633,40.87507,2001,4.281036844,-122.58333,40.875
17969,Quercus chrysolepis,80622_2_89_6_3_116,-122.5833433,40.87501,2021,4.966711149,-122.58333,40.875
17970,Quercus chrysolepis,80622_2_89_6_3_116,-122.5834033,40.87501,2011,5.071304521,-122.58333,40.875
17971,Quercus chrysolepis,80622_2_89_6_3_117,-122.5833733,40.87504,2001,4.206017251,-122.58333,40.875
17972,Quercus chrysolepis,80622_2_89_6_3_117,-122.5834033,40.87503,2011,4.997459573,-122.58333,40.875
17973,Quercus chrysolepis,80622_2_89_6_3_117,-122.5833333,40.87507,2021,5.099706638,-122.58333,40.875
17974,Quercus chrysolepis,80622_2_89_6_3_118,-122.5833933,40.87506,2001,4.170891311,-122.58333,40.875
17975,Quercus chrysolepis,80622_2_89_6_3_118,-122.5834133,40.87507,2011,4.969795354,-122.58333,40.875
17976,Quercus chrysolepis,80622_2_89_6_3_118,-122.5833733,40.87502,2021,5.152370049,-122.58333,40.875
17977,Quercus chrysolepis,80622_2_89_6_3_119,-122.5834233,40.87505,2001,4.101465785,-122.58333,40.875
17978,Quercus chrysolepis,80622_2_89_6_3_119,-122.5833733,40.87505,2021,5.053600544,-122.58333,40.875
17979,Quercus chrysolepis,80622_2_89_6_3_119,-122.5834033,40.87509,2011,4.922339694,-122.58333,40.875
17980,Quercus chrysolepis,80753_2_93_6_1_102,-123.50002,41.75004,2007,4.968563805,-123.5,41.75
17981,Quercus chrysolepis,80753_2_93_6_1_102,-123.50007,41.75007,2017,4.23119869,-123.5,41.75
17982,Quercus chrysolepis,80825_2_93_6_1_117,-123.2083833,41.16668,2013,4.550035054,-123.20833,41.16667
17983,Quercus chrysolepis,80825_2_93_6_1_117,-123.2083733,41.16671,2003,3.061555458,-123.20833,41.16667
17984,Quercus chrysolepis,80825_2_93_6_2_156,-123.2083833,41.16669,2013,4.679392582,-123.20833,41.16667
17985,Quercus chrysolepis,80825_2_93_6_2_156,-123.2083733,41.16667,2003,3.277963715,-123.20833,41.16667
17986,Quercus chrysolepis,80825_2_93_6_2_160,-123.2083333,41.16676,2013,4.386657689,-123.20833,41.16667
17987,Quercus chrysolepis,80825_2_93_6_2_160,-123.2083933,41.16667,2003,2.99734056,-123.20833,41.16667
17988,Quercus chrysolepis,80825_2_93_6_2_162,-123.2083333,41.16667,2013,4.418586894,-123.20833,41.16667
17989,Quercus chrysolepis,80825_2_93_6_2_162,-123.2083433,41.16672,2003,3.222702628,-123.20833,41.16667
17990,Quercus chrysolepis,80825_2_93_6_2_163,-123.2084033,41.16669,2003,3.102838608,-123.20833,41.16667
17991,Quercus chrysolepis,80825_2_93_6_2_163,-123.2084033,41.16676,2013,4.494359459,-123.20833,41.16667
17992,Quercus chrysolepis,80825_2_93_6_3_127,-123.2083633,41.16667,2013,4.459255431,-123.20833,41.16667
17993,Quercus chrysolepis,80825_2_93_6_3_127,-123.2084133,41.16676,2003,2.996699415,-123.20833,41.16667
17994,Quercus chrysolepis,81158_2_105_6_4_112,-123.12501,40.45842,2002,5.323989396,-123.125,40.45833
17995,Quercus chrysolepis,81158_2_105_6_4_112,-123.12508,40.45835,2012,5.841304518,-123.125,40.45833
17996,Quercus chrysolepis,81173_2_89_6_4_155,-122.0833333,41.08337,2003,3.48321589,-122.08333,41.08333
17997,Quercus chrysolepis,81173_2_89_6_4_155,-122.0833833,41.08337,2013,5.038520205,-122.08333,41.08333
17998,Quercus chrysolepis,81173_2_89_6_4_157,-122.0834233,41.08338,2013,5.188807502,-122.08333,41.08333
17999,Quercus chrysolepis,81173_2_89_6_4_157,-122.0834133,41.08342,2003,3.451860147,-122.08333,41.08333
18000,Quercus chrysolepis,81254_1_45_6_3_132,-123.2917567,39.50006,2003,3.893086053,-123.29167,39.5
18001,Quercus chrysolepis,81254_1_45_6_3_132,-123.2917567,39.50004,2013,5.691081171,-123.29167,39.5
18002,Quercus chrysolepis,81450_5_107_6_2_115,-118.62502,35.91676,2015,5.455820873,-118.625,35.91667
18003,Quercus chrysolepis,81450_5_107_6_2_115,-118.62504,35.91669,2005,3.733389016,-118.625,35.91667
18004,Quercus chrysolepis,81450_5_107_6_2_116,-118.62508,35.91673,2015,5.272941474,-118.625,35.91667
18005,Quercus chrysolepis,81450_5_107_6_2_116,-118.62502,35.91674,2005,3.516168503,-118.625,35.91667
18006,Quercus chrysolepis,81450_5_107_6_2_117,-118.625,35.9167,2005,3.634580346,-118.625,35.91667
18007,Quercus chrysolepis,81450_5_107_6_2_117,-118.62502,35.91669,2015,5.357930367,-118.625,35.91667
18008,Quercus chrysolepis,81450_5_107_6_2_119,-118.62504,35.91668,2005,3.562150335,-118.625,35.91667
18009,Quercus chrysolepis,81450_5_107_6_2_119,-118.62506,35.91672,2015,5.221489107,-118.625,35.91667
18010,Quercus chrysolepis,81450_5_107_6_2_120,-118.62509,35.91667,2005,3.58893007,-118.625,35.91667
18011,Quercus chrysolepis,81450_5_107_6_2_120,-118.62506,35.91675,2015,5.241222077,-118.625,35.91667
18012,Quercus chrysolepis,81450_5_107_6_2_121,-118.62508,35.91673,2015,5.323799606,-118.625,35.91667
18013,Quercus chrysolepis,81450_5_107_6_2_121,-118.62505,35.91668,2005,3.608762677,-118.625,35.91667
18014,Quercus chrysolepis,81450_5_107_6_2_122,-118.62504,35.91667,2005,3.506527812,-118.625,35.91667
18015,Quercus chrysolepis,81450_5_107_6_2_122,-118.62507,35.91675,2015,5.244917981,-118.625,35.91667
18016,Quercus chrysolepis,81450_5_107_6_2_123,-118.62508,35.91667,2005,3.426436164,-118.625,35.91667
18017,Quercus chrysolepis,81450_5_107_6_2_123,-118.62507,35.9167,2015,5.149361528,-118.625,35.91667
18018,Quercus chrysolepis,81450_5_107_6_2_124,-118.62509,35.91671,2005,3.593305322,-118.625,35.91667
18019,Quercus chrysolepis,81450_5_107_6_2_124,-118.62502,35.91671,2015,5.355583862,-118.625,35.91667
18020,Quercus chrysolepis,81450_5_107_6_2_125,-118.62504,35.91671,2015,5.316698815,-118.625,35.91667
18021,Quercus chrysolepis,81450_5_107_6_2_125,-118.62506,35.9167,2005,3.619706181,-118.625,35.91667
18022,Quercus chrysolepis,81450_5_107_6_2_128,-118.62502,35.91675,2005,3.543374091,-118.625,35.91667
18023,Quercus chrysolepis,81450_5_107_6_2_128,-118.62505,35.91676,2015,5.325920596,-118.625,35.91667
18024,Quercus chrysolepis,81450_5_107_6_2_129,-118.62509,35.91675,2005,3.486093234,-118.625,35.91667
18025,Quercus chrysolepis,81450_5_107_6_2_129,-118.62501,35.91674,2015,5.144007876,-118.625,35.91667
18026,Quercus chrysolepis,81450_5_107_6_2_133,-118.62502,35.91673,2005,3.3912479,-118.625,35.91667
18027,Quercus chrysolepis,81450_5_107_6_2_133,-118.62507,35.91674,2015,5.169012245,-118.625,35.91667
18028,Quercus chrysolepis,81450_5_107_6_3_137,-118.62505,35.9167,2005,3.345450914,-118.625,35.91667
18029,Quercus chrysolepis,81450_5_107_6_3_137,-118.625,35.91671,2015,5.025825493,-118.625,35.91667
18030,Quercus chrysolepis,81463_1_45_6_4_526,-123.0,38.87502,2009,4.989590884,-123.0,38.875
18031,Quercus chrysolepis,81463_1_45_6_4_526,-123.00003,38.87503,2019,3.965731842,-123.0,38.875
18032,Quercus chrysolepis,81463_1_45_6_4_527,-123.00003,38.87502,2009,3.721825718,-123.0,38.875
18033,Quercus chrysolepis,81463_1_45_6_4_527,-123.00008,38.87506,2009,5.144402171,-123.0,38.875
18034,Quercus chrysolepis,81463_1_45_6_4_527,-123.0,38.87507,2019,3.721825718,-123.0,38.875
18035,Quercus chrysolepis,81463_1_45_6_4_527,-123.00003,38.87504,2019,5.144402171,-123.0,38.875
18036,Quercus chrysolepis,81463_1_45_6_4_528,-123.00002,38.875,2009,5.101922171,-123.0,38.875
18037,Quercus chrysolepis,81463_1_45_6_4_528,-123.00002,38.87501,2019,4.147227272,-123.0,38.875
18038,Quercus chrysolepis,81525_2_105_6_1_100,-123.25004,40.70842,2015,5.634546304,-123.25,40.70833
18039,Quercus chrysolepis,81525_2_105_6_1_100,-123.25,40.70839,2005,3.466899977,-123.25,40.70833
18040,Quercus chrysolepis,81525_2_105_6_1_102,-123.25008,40.70839,2015,5.646308138,-123.25,40.70833
18041,Quercus chrysolepis,81525_2_105_6_1_102,-123.25003,40.70836,2015,3.470843241,-123.25,40.70833
18042,Quercus chrysolepis,81525_2_105_6_1_102,-123.25007,40.70836,2005,5.646308138,-123.25,40.70833
18043,Quercus chrysolepis,81525_2_105_6_1_102,-123.25008,40.70842,2005,3.470843241,-123.25,40.70833
18044,Quercus chrysolepis,81525_2_105_6_1_103,-123.25005,40.7084,2005,3.283842391,-123.25,40.70833
18045,Quercus chrysolepis,81525_2_105_6_1_103,-123.25,40.70833,2015,5.465660062,-123.25,40.70833
18046,Quercus chrysolepis,81525_2_105_6_1_105,-123.25006,40.70836,2015,5.391308438,-123.25,40.70833
18047,Quercus chrysolepis,81525_2_105_6_1_105,-123.25007,40.70842,2005,3.217694077,-123.25,40.70833
18048,Quercus chrysolepis,81525_2_105_6_1_106,-123.25003,40.70838,2015,5.455062835,-123.25,40.70833
18049,Quercus chrysolepis,81525_2_105_6_1_106,-123.25003,40.70833,2005,3.302564114,-123.25,40.70833
18050,Quercus chrysolepis,81525_2_105_6_1_107,-123.25006,40.70839,2015,5.543758783,-123.25,40.70833
18051,Quercus chrysolepis,81525_2_105_6_1_107,-123.25001,40.70839,2005,3.2965704,-123.25,40.70833
18052,Quercus chrysolepis,81525_2_105_6_1_115,-123.25,40.70838,2005,3.523382598,-123.25,40.70833
18053,Quercus chrysolepis,81525_2_105_6_1_115,-123.25009,40.70841,2015,5.654872362,-123.25,40.70833
18054,Quercus chrysolepis,81525_2_105_6_1_116,-123.25007,40.70842,2015,5.630761962,-123.25,40.70833
18055,Quercus chrysolepis,81525_2_105_6_1_116,-123.25005,40.70839,2005,3.473427085,-123.25,40.70833
18056,Quercus chrysolepis,81525_2_105_6_1_117,-123.25005,40.70836,2005,3.532897928,-123.25,40.70833
18057,Quercus chrysolepis,81525_2_105_6_1_117,-123.25009,40.70842,2015,5.669022855,-123.25,40.70833
18058,Quercus chrysolepis,81525_2_105_6_1_118,-123.25,40.70834,2015,5.654385326,-123.25,40.70833
18059,Quercus chrysolepis,81525_2_105_6_1_118,-123.25,40.70837,2005,3.604114077,-123.25,40.70833
18060,Quercus chrysolepis,81525_2_105_6_1_119,-123.25007,40.70833,2015,5.571344595,-123.25,40.70833
18061,Quercus chrysolepis,81525_2_105_6_1_119,-123.25,40.70836,2005,3.494982917,-123.25,40.70833
18062,Quercus chrysolepis,81525_2_105_6_1_120,-123.25008,40.70833,2015,5.563465565,-123.25,40.70833
18063,Quercus chrysolepis,81525_2_105_6_1_120,-123.25009,40.7084,2005,3.496274652,-123.25,40.70833
18064,Quercus chrysolepis,81525_2_105_6_1_121,-123.25006,40.70842,2015,5.549932094,-123.25,40.70833
18065,Quercus chrysolepis,81525_2_105_6_1_121,-123.25005,40.70833,2005,3.421589259,-123.25,40.70833
18066,Quercus chrysolepis,81525_2_105_6_1_122,-123.25006,40.70836,2015,5.51884047,-123.25,40.70833
18067,Quercus chrysolepis,81525_2_105_6_1_122,-123.25006,40.7084,2005,3.358648394,-123.25,40.70833
18068,Quercus chrysolepis,81525_2_105_6_1_123,-123.25004,40.70841,2005,3.262095746,-123.25,40.70833
18069,Quercus chrysolepis,81525_2_105_6_1_123,-123.25009,40.70842,2015,5.404699017,-123.25,40.70833
18070,Quercus chrysolepis,81525_2_105_6_1_124,-123.25006,40.7084,2015,5.59021235,-123.25,40.70833
18071,Quercus chrysolepis,81525_2_105_6_1_124,-123.25007,40.70834,2005,3.412503904,-123.25,40.70833
18072,Quercus chrysolepis,81525_2_105_6_2_129,-123.25002,40.70836,2005,3.264404816,-123.25,40.70833
18073,Quercus chrysolepis,81525_2_105_6_2_129,-123.25008,40.70835,2015,5.334032364,-123.25,40.70833
18074,Quercus chrysolepis,81525_2_105_6_2_131,-123.25006,40.70842,2015,5.394826364,-123.25,40.70833
18075,Quercus chrysolepis,81525_2_105_6_2_131,-123.25008,40.70833,2005,3.231221325,-123.25,40.70833
18076,Quercus chrysolepis,81525_2_105_6_4_150,-123.25003,40.70833,2005,3.196468504,-123.25,40.70833
18077,Quercus chrysolepis,81525_2_105_6_4_150,-123.25001,40.7084,2015,5.302381696,-123.25,40.70833
18078,Quercus chrysolepis,81525_2_105_6_4_151,-123.25002,40.70833,2005,2.957924231,-123.25,40.70833
18079,Quercus chrysolepis,81525_2_105_6_4_151,-123.25008,40.70833,2015,5.128556012,-123.25,40.70833
18080,Quercus chrysolepis,81525_2_105_6_4_152,-123.25005,40.70834,2005,3.205635209,-123.25,40.70833
18081,Quercus chrysolepis,81525_2_105_6_4_152,-123.25003,40.7084,2015,5.376507869,-123.25,40.70833
18082,Quercus chrysolepis,81525_2_105_6_4_153,-123.25001,40.70833,2005,3.25864224,-123.25,40.70833
18083,Quercus chrysolepis,81525_2_105_6_4_153,-123.25004,40.70838,2015,5.495616195,-123.25,40.70833
18084,Quercus chrysolepis,81525_2_105_6_4_154,-123.25003,40.70841,2005,3.22720293,-123.25,40.70833
18085,Quercus chrysolepis,81525_2_105_6_4_154,-123.25006,40.70836,2015,5.484577078,-123.25,40.70833
18086,Quercus chrysolepis,81525_2_105_6_4_155,-123.25002,40.70838,2005,3.011651009,-123.25,40.70833
18087,Quercus chrysolepis,81525_2_105_6_4_155,-123.25007,40.7084,2015,5.241132634,-123.25,40.70833
18088,Quercus chrysolepis,81946_5_39_6_2_107,-119.37508,37.20838,2007,3.659592881,-119.375,37.20833
18089,Quercus chrysolepis,81946_5_39_6_2_107,-119.37504,37.20836,2017,4.203448907,-119.375,37.20833
18090,Quercus chrysolepis,81946_5_39_6_2_108,-119.37504,37.20839,2007,3.695791889,-119.375,37.20833
18091,Quercus chrysolepis,81946_5_39_6_2_108,-119.37505,37.20839,2017,4.217408597,-119.375,37.20833
18092,Quercus chrysolepis,81946_5_39_6_2_109,-119.37507,37.2084,2007,3.777441663,-119.375,37.20833
18093,Quercus chrysolepis,81946_5_39_6_2_109,-119.37509,37.20836,2017,4.234216781,-119.375,37.20833
18094,Quercus chrysolepis,81946_5_39_6_2_113,-119.37501,37.20838,2007,3.875950861,-119.375,37.20833
18095,Quercus chrysolepis,81946_5_39_6_2_113,-119.37509,37.20842,2017,4.252223526,-119.375,37.20833
18096,Quercus chrysolepis,81946_5_39_6_2_114,-119.37502,37.20841,2007,3.902688989,-119.375,37.20833
18097,Quercus chrysolepis,81946_5_39_6_2_114,-119.37507,37.20836,2017,4.36575909,-119.375,37.20833
18098,Quercus chrysolepis,81946_5_39_6_2_300,-119.375,37.20839,2007,3.700363893,-119.375,37.20833
18099,Quercus chrysolepis,81946_5_39_6_2_300,-119.37501,37.20837,2017,4.252858716,-119.375,37.20833
18100,Quercus chrysolepis,81946_5_39_6_2_302,-119.37504,37.20834,2007,3.774557305,-119.375,37.20833
18101,Quercus chrysolepis,81946_5_39_6_2_302,-119.37506,37.20837,2017,4.256768732,-119.375,37.20833
18102,Quercus chrysolepis,81962_2_93_6_1_102,-123.5,41.95836,2008,5.305387229,-123.5,41.95833
18103,Quercus chrysolepis,81962_2_93_6_1_102,-123.50004,41.95836,2018,6.609071377,-123.5,41.95833
18104,Quercus chrysolepis,81962_2_93_6_1_103,-123.50001,41.9584,2008,5.197296395,-123.5,41.95833
18105,Quercus chrysolepis,81962_2_93_6_1_103,-123.50007,41.95838,2018,6.507846016,-123.5,41.95833
18106,Quercus chrysolepis,81962_2_93_6_1_109,-123.50005,41.9584,2008,4.951718741,-123.5,41.95833
18107,Quercus chrysolepis,81962_2_93_6_1_109,-123.50003,41.95833,2018,6.30716934,-123.5,41.95833
18108,Quercus chrysolepis,81962_2_93_6_1_110,-123.50009,41.95834,2008,5.003128547,-123.5,41.95833
18109,Quercus chrysolepis,81962_2_93_6_1_110,-123.50007,41.95833,2018,6.275408955,-123.5,41.95833
18110,Quercus chrysolepis,81962_2_93_6_2_125,-123.50001,41.95834,2008,4.921732551,-123.5,41.95833
18111,Quercus chrysolepis,81962_2_93_6_2_125,-123.50002,41.95839,2018,6.046346591,-123.5,41.95833
18112,Quercus chrysolepis,81962_2_93_6_2_126,-123.50004,41.95834,2008,4.944071459,-123.5,41.95833
18113,Quercus chrysolepis,81962_2_93_6_2_126,-123.50004,41.95839,2018,6.107604834,-123.5,41.95833
18114,Quercus chrysolepis,81962_2_93_6_2_133,-123.50009,41.95833,2018,6.518859617,-123.5,41.95833
18115,Quercus chrysolepis,81962_2_93_6_2_133,-123.50003,41.95838,2008,5.273848096,-123.5,41.95833
18116,Quercus chrysolepis,81962_2_93_6_2_134,-123.50007,41.95837,2008,5.304298703,-123.5,41.95833
18117,Quercus chrysolepis,81962_2_93_6_2_134,-123.50001,41.95835,2018,6.521077,-123.5,41.95833
18118,Quercus chrysolepis,81962_2_93_6_2_135,-123.50006,41.95838,2008,5.397862984,-123.5,41.95833
18119,Quercus chrysolepis,81962_2_93_6_2_135,-123.50003,41.95839,2018,6.620203283,-123.5,41.95833
18120,Quercus chrysolepis,81962_2_93_6_2_138,-123.50003,41.95842,2008,5.324656536,-123.5,41.95833
18121,Quercus chrysolepis,81962_2_93_6_2_138,-123.50006,41.95839,2018,6.582153062,-123.5,41.95833
18122,Quercus chrysolepis,81962_2_93_6_2_139,-123.50008,41.95841,2008,5.108515523,-123.5,41.95833
18123,Quercus chrysolepis,81962_2_93_6_2_139,-123.50006,41.95841,2018,6.41482616,-123.5,41.95833
18124,Quercus chrysolepis,81962_2_93_6_3_165,-123.50003,41.95835,2008,5.005872671,-123.5,41.95833
18125,Quercus chrysolepis,81962_2_93_6_3_165,-123.50003,41.95838,2018,6.279750092,-123.5,41.95833
18126,Quercus chrysolepis,81962_2_93_6_4_146,-123.50003,41.9584,2008,4.936023909,-123.5,41.95833
18127,Quercus chrysolepis,81962_2_93_6_4_146,-123.50006,41.95841,2018,6.20403625,-123.5,41.95833
18128,Quercus chrysolepis,81962_2_93_6_4_147,-123.50006,41.95835,2008,5.244595001,-123.5,41.95833
18129,Quercus chrysolepis,81962_2_93_6_4_147,-123.50002,41.95841,2018,6.451609015,-123.5,41.95833
18130,Quercus chrysolepis,81962_2_93_6_4_148,-123.50007,41.9584,2018,5.045086551,-123.5,41.95833
18131,Quercus chrysolepis,81962_2_93_6_4_148,-123.50008,41.95838,2018,6.315583288,-123.5,41.95833
18132,Quercus chrysolepis,81962_2_93_6_4_148,-123.50009,41.95836,2008,5.045086551,-123.5,41.95833
18133,Quercus chrysolepis,81962_2_93_6_4_148,-123.50006,41.9584,2008,6.315583288,-123.5,41.95833
18134,Quercus chrysolepis,81962_2_93_6_4_149,-123.50009,41.95837,2018,6.673661182,-123.5,41.95833
18135,Quercus chrysolepis,81962_2_93_6_4_149,-123.50009,41.95836,2008,5.043697613,-123.5,41.95833
18136,Quercus chrysolepis,81962_2_93_6_4_151,-123.50008,41.95839,2008,5.307003994,-123.5,41.95833
18137,Quercus chrysolepis,81962_2_93_6_4_151,-123.50003,41.95833,2018,6.580111084,-123.5,41.95833
18138,Quercus chrysolepis,81962_2_93_6_4_155,-123.50001,41.95842,2008,5.0651902,-123.5,41.95833
18139,Quercus chrysolepis,81962_2_93_6_4_155,-123.50009,41.95833,2018,6.336953761,-123.5,41.95833
18140,Quercus chrysolepis,81962_2_93_6_4_157,-123.50003,41.95833,2008,4.867873909,-123.5,41.95833
18141,Quercus chrysolepis,81962_2_93_6_4_157,-123.50009,41.95842,2018,6.213207356,-123.5,41.95833
18142,Quercus chrysolepis,82149_4_85_6_3_319,-121.75003,37.08342,2007,5.021589851,-121.75,37.08333
18143,Quercus chrysolepis,82149_4_85_6_3_319,-121.75005,37.08335,2017,5.491454751,-121.75,37.08333
18144,Quercus chrysolepis,82311_4_111_6_4_120,-119.2084133,34.62509,2017,5.757207251,-119.20833,34.625
18145,Quercus chrysolepis,82311_4_111_6_4_120,-119.2084133,34.62503,2007,5.253379407,-119.20833,34.625
18146,Quercus chrysolepis,82410_2_105_6_1_100,-123.4167467,40.58335,2014,5.104293262,-123.41667,40.58333
18147,Quercus chrysolepis,82410_2_105_6_1_100,-123.4166667,40.58335,2004,5.828779326,-123.41667,40.58333
18148,Quercus chrysolepis,82410_2_105_6_1_100,-123.4167467,40.58341,2014,5.104293262,-123.41667,40.58333
18149,Quercus chrysolepis,82410_2_105_6_1_101,-123.4166867,40.58333,2014,5.111347041,-123.41667,40.58333
18150,Quercus chrysolepis,82410_2_105_6_1_101,-123.4167167,40.58333,2004,5.831213284,-123.41667,40.58333
18151,Quercus chrysolepis,82410_2_105_6_1_101,-123.4167267,40.58342,2014,5.111347041,-123.41667,40.58333
18152,Quercus chrysolepis,82410_2_105_6_1_102,-123.4166667,40.58337,2014,4.99960649,-123.41667,40.58333
18153,Quercus chrysolepis,82410_2_105_6_1_102,-123.4167167,40.58338,2004,5.692948538,-123.41667,40.58333
18154,Quercus chrysolepis,82410_2_105_6_1_102,-123.4166667,40.58333,2014,4.99960649,-123.41667,40.58333
18155,Quercus chrysolepis,82410_2_105_6_1_103,-123.4167467,40.58339,2014,4.88919906,-123.41667,40.58333
18156,Quercus chrysolepis,82410_2_105_6_1_103,-123.4167067,40.58339,2004,5.631680366,-123.41667,40.58333
18157,Quercus chrysolepis,82410_2_105_6_1_103,-123.4166767,40.58339,2014,4.88919906,-123.41667,40.58333
18158,Quercus chrysolepis,82410_2_105_6_1_108,-123.4167467,40.58334,2014,4.913290711,-123.41667,40.58333
18159,Quercus chrysolepis,82410_2_105_6_1_108,-123.4166967,40.58336,2004,5.62699591,-123.41667,40.58333
18160,Quercus chrysolepis,82410_2_105_6_1_108,-123.4167167,40.58339,2014,4.913290711,-123.41667,40.58333
18161,Quercus chrysolepis,82410_2_105_6_1_109,-123.4167367,40.58337,2014,4.927809197,-123.41667,40.58333
18162,Quercus chrysolepis,82410_2_105_6_1_109,-123.4167467,40.58338,2004,5.761955598,-123.41667,40.58333
18163,Quercus chrysolepis,82410_2_105_6_1_109,-123.4167467,40.5834,2014,4.927809197,-123.41667,40.58333
18164,Quercus chrysolepis,82410_2_105_6_1_110,-123.4166967,40.58334,2014,4.877908349,-123.41667,40.58333
18165,Quercus chrysolepis,82410_2_105_6_1_110,-123.4166767,40.58342,2004,5.645288946,-123.41667,40.58333
18166,Quercus chrysolepis,82410_2_105_6_1_110,-123.4167367,40.58338,2014,4.877908349,-123.41667,40.58333
18167,Quercus chrysolepis,82410_2_105_6_1_111,-123.4167567,40.58338,2014,4.897325498,-123.41667,40.58333
18168,Quercus chrysolepis,82410_2_105_6_1_111,-123.4166867,40.58336,2004,5.682927231,-123.41667,40.58333
18169,Quercus chrysolepis,82410_2_105_6_1_111,-123.4167467,40.58334,2014,4.897325498,-123.41667,40.58333
18170,Quercus chrysolepis,82410_2_105_6_1_128,-123.4167267,40.58338,2014,4.905787194,-123.41667,40.58333
18171,Quercus chrysolepis,82410_2_105_6_1_128,-123.4166867,40.58339,2014,4.905787194,-123.41667,40.58333
18172,Quercus chrysolepis,82410_2_105_6_1_128,-123.4167367,40.58336,2014,5.697326989,-123.41667,40.58333
18173,Quercus chrysolepis,82410_2_105_6_1_128,-123.4167467,40.58334,2004,4.905787194,-123.41667,40.58333
18174,Quercus chrysolepis,82410_2_105_6_1_128,-123.4167367,40.58341,2004,5.697326989,-123.41667,40.58333
18175,Quercus chrysolepis,82410_2_105_6_2_133,-123.4167067,40.58335,2014,4.819886245,-123.41667,40.58333
18176,Quercus chrysolepis,82410_2_105_6_2_133,-123.4167167,40.5834,2004,5.58607265,-123.41667,40.58333
18177,Quercus chrysolepis,82410_2_105_6_2_133,-123.4167467,40.58338,2014,4.819886245,-123.41667,40.58333
18178,Quercus chrysolepis,82410_2_105_6_2_134,-123.4167267,40.58337,2014,4.852020309,-123.41667,40.58333
18179,Quercus chrysolepis,82410_2_105_6_2_134,-123.4167167,40.58334,2004,5.443626991,-123.41667,40.58333
18180,Quercus chrysolepis,82410_2_105_6_2_134,-123.4166667,40.58334,2014,4.852020309,-123.41667,40.58333
18181,Quercus chrysolepis,82410_2_105_6_2_135,-123.4167067,40.58336,2014,5.023434285,-123.41667,40.58333
18182,Quercus chrysolepis,82410_2_105_6_2_135,-123.4167567,40.5834,2004,5.700485421,-123.41667,40.58333
18183,Quercus chrysolepis,82410_2_105_6_2_135,-123.4166767,40.58337,2014,5.023434285,-123.41667,40.58333
18184,Quercus chrysolepis,82410_2_105_6_3_138,-123.4166867,40.58334,2014,4.927489594,-123.41667,40.58333
18185,Quercus chrysolepis,82410_2_105_6_3_138,-123.4167467,40.58334,2004,5.729476346,-123.41667,40.58333
18186,Quercus chrysolepis,82410_2_105_6_3_138,-123.4167167,40.58342,2014,4.927489594,-123.41667,40.58333
18187,Quercus chrysolepis,82410_2_105_6_3_139,-123.4166867,40.58341,2014,4.923634471,-123.41667,40.58333
